TransactionID,CustomerID,Spend,CompetitorPrice,LGPrice,Age,Income,Region,Preference
12567,2956,269.25,192.35,254.03,32,36163,West,Brand
12568,212,121.33,208.66,214.06,50,60029,East,Promotion
12569,1582,112.93,236.12,222.08,64,52785,North,Price
12570,3832,87.69,171.52,209.76,32,60438,North,Promotion
12571,1444,254.05,194.8,174.16,40,53652,South,Brand
12572,4144,248.17,193.82,145.38,59,35096,East,Price
12573,4327,139.62,218.97,149.9,49,57513,West,Price
12574,579,128.85,156.83,247.21,52,26577,West,Brand
12575,2998,247.93,168.66,195.77,51,40942,East,Price
12576,1755,127.71,194.05,140.44,32,67828,South,Price
12577,2980,185.66,204.46,215.21,38,27589,North,Promotion
12578,3606,172.5,154.34,200.08,45,68181,North,Price
12579,422,362.63,194.34,151.91,52,69774,South,Brand
12580,611,191.75,212.08,217.88,26,49191,West,Promotion
12581,446,263.7,163.58,242.84,18,44461,East,Price
12582,961,223.02,194.17,254.09,21,60970,East,Brand
12583,131,176.35,223.93,234.57,54,78562,East,Promotion
12584,2648,171.04,158.96,151.57,36,67433,South,Price
12585,4080,203.9,212.0,185.35,62,43682,West,Brand
12586,2435,204.39,188.33,223.81,52,41388,South,Price
12587,3730,174.73,195.07,213.34,31,45106,South,Brand
12588,4432,227.89,186.04,201.89,32,40832,West,Promotion
12589,1025,201.85,158.41,244.47,52,62870,South,Price
12590,1653,165.05,209.83,247.76,45,58871,West,Brand
12591,538,181.96,192.5,142.01,27,65880,East,Promotion
12592,4592,225.43,234.01,165.2,44,34117,East,Brand
12593,3084,147.08,223.24,196.2,44,51419,South,Promotion
12594,508,147.03,207.97,158.73,57,72848,South,Price
12595,3925,136.04,173.69,183.03,61,26477,North,Brand
12596,681,181.93,198.54,191.59,29,37756,West,Brand
12597,2613,187.54,227.77,187.46,25,47094,North,Promotion
12598,4877,144.43,161.74,208.92,29,49576,East,Price
12599,760,199.96,161.87,184.14,30,29949,West,Price
12600,4224,200.37,171.92,209.18,21,33880,North,Price
12601,3148,246.44,238.63,235.45,45,35321,East,Promotion
12602,2194,244.85,200.89,248.33,61,59056,East,Price
12603,2547,99.99,247.61,232.53,55,42998,South,Brand
12604,4656,214.4,238.57,166.52,44,59954,South,Promotion
12605,1223,101.49,173.06,242.74,62,32309,West,Promotion
12606,3575,228.45,248.59,227.39,51,51701,West,Brand
12607,3024,227.42,199.03,254.44,38,49212,South,Brand
12608,3281,149.8,237.03,237.97,54,38043,East,Promotion
12609,1072,216.83,197.58,172.68,24,31573,West,Promotion
12610,541,148.29,244.62,142.25,41,56619,West,Price
12611,511,193.34,224.36,182.83,61,25150,North,Promotion
12612,4451,203.97,202.78,154.82,22,67516,North,Brand
12613,345,186.77,219.99,191.52,63,29424,South,Brand
12614,4243,237.09,172.68,218.02,18,44483,West,Promotion
12615,3370,160.78,235.49,193.35,54,38437,East,Promotion
12616,3823,225.06,177.32,209.0,60,50293,North,Price
12617,2380,138.47,209.36,208.48,33,84870,North,Price
12618,2481,94.57,249.13,197.8,33,44465,North,Promotion
12619,399,114.27,155.3,211.77,49,39055,South,Promotion
12620,3407,150.47,167.28,175.02,62,57208,West,Promotion
12621,3281,232.74,218.69,259.04,54,38043,East,Promotion
12622,4683,227.35,213.68,191.61,22,56587,East,Brand
12623,3767,188.95,222.42,235.66,38,51940,North,Brand
12624,1295,95.37,151.95,234.3,18,37047,West,Brand
12625,3252,291.11,218.26,184.71,50,59038,West,Brand
12626,3510,123.77,244.13,164.95,46,25379,South,Promotion
12627,2036,217.86,190.09,199.99,60,57437,West,Brand
12628,4834,179.57,199.02,184.84,60,45335,South,Price
12629,3850,220.1,220.04,196.53,60,28957,East,Brand
12630,1778,266.04,238.05,251.56,36,58300,South,Brand
12631,380,209.36,225.35,211.07,52,54649,West,Price
12632,3764,235.5,246.18,213.77,58,40048,South,Price
12633,1662,353.73,223.93,217.65,44,50486,South,Price
12634,3059,250.77,178.66,141.14,27,51608,East,Price
12635,1307,118.52,239.56,230.28,54,35225,East,Brand
12636,2466,62.44,200.82,198.15,52,30896,East,Price
12637,4452,226.65,241.84,221.59,45,38374,West,Brand
12638,16,176.8,156.57,187.91,20,42413,North,Brand
12639,4411,239.89,214.73,140.28,34,76297,West,Promotion
12640,2581,72.59,151.35,208.36,34,31746,East,Promotion
12641,2593,258.3,164.97,191.21,46,60444,East,Price
12642,4790,194.92,180.3,219.39,24,42496,West,Price
12643,69,304.48,223.94,184.34,43,42632,West,Brand
12644,411,199.83,191.94,205.26,25,47085,North,Promotion
12645,3124,226.76,194.32,170.73,37,70431,East,Promotion
12646,2860,181.1,179.54,220.04,35,60351,West,Promotion
12647,919,177.25,234.34,161.18,53,78466,South,Price
12648,4836,214.65,246.36,233.46,44,49401,South,Promotion
12649,1491,184.56,248.32,156.17,51,66459,North,Promotion
12650,3806,170.42,202.18,177.84,43,63234,North,Promotion
12651,3344,218.49,154.41,172.31,36,37084,South,Promotion
12652,2487,171.21,159.82,209.79,42,58340,West,Promotion
12653,2578,220.12,237.25,188.64,62,58993,South,Price
12654,273,121.44,209.69,210.52,52,58152,East,Promotion
12655,4555,200.45,168.06,165.07,45,79754,East,Promotion
12656,820,190.5,203.68,174.18,60,32391,South,Brand
12657,2616,87.82,211.53,194.06,32,32024,North,Brand
12658,4957,138.62,235.73,186.62,19,39906,West,Brand
12659,2545,71.87,216.02,164.93,46,35513,North,Price
12660,3985,205.1,198.37,144.73,26,57097,North,Price
12661,4891,160.14,210.3,228.03,61,26405,East,Brand
12662,4901,183.86,163.39,141.16,35,36535,North,Brand
12663,2982,266.56,174.44,202.48,58,42534,West,Promotion
12664,1891,199.97,202.94,197.43,56,45836,West,Brand
12665,3040,214.6,171.38,244.85,45,55501,West,Promotion
12666,4936,175.81,248.54,223.23,25,51340,South,Brand
12667,2683,163.27,204.87,142.49,19,30039,South,Price
12668,603,128.18,164.31,151.95,61,76417,North,Brand
12669,3938,236.08,242.28,226.69,27,39958,South,Promotion
12670,1433,277.21,220.95,167.43,34,63369,East,Price
12671,4463,258.54,153.89,155.47,27,66278,West,Brand
12672,256,140.61,186.34,183.87,42,40871,South,Brand
12673,2488,262.81,192.58,253.15,30,41130,West,Brand
12674,1359,191.92,202.94,186.57,39,35124,North,Brand
12675,3702,273.57,181.6,216.37,42,54596,East,Promotion
12676,2483,219.27,222.17,172.29,20,36230,West,Price
12677,690,215.69,204.61,233.06,25,29210,East,Brand
12678,3533,217.03,154.71,185.18,20,38660,East,Brand
12679,308,115.31,157.87,241.76,20,29043,East,Price
12680,1697,136.83,182.9,228.73,52,36810,North,Brand
12681,3167,168.69,215.13,153.49,28,55405,South,Brand
12682,409,181.78,214.82,169.36,54,55834,South,Price
12683,3952,205.85,168.67,173.21,55,73042,East,Price
12684,826,176.87,239.27,176.4,28,77865,West,Promotion
12685,1192,174.71,201.41,231.97,61,60658,West,Promotion
12686,2135,261.99,208.04,180.52,51,37904,West,Price
12687,3095,267.57,228.94,206.08,54,54428,North,Price
12688,4194,230.27,161.5,239.38,40,27882,North,Price
12689,1775,163.77,202.4,148.95,54,32082,East,Brand
12690,4417,220.95,219.54,175.57,22,42832,East,Promotion
12691,534,264.02,170.44,256.11,53,64068,South,Brand
12692,2868,187.7,167.33,245.71,21,44381,East,Price
12693,1208,267.13,243.62,234.97,58,37325,North,Brand
12694,417,296.78,227.95,165.52,23,57368,North,Promotion
12695,2777,248.79,152.66,239.61,49,51241,South,Price
12696,1238,231.0,190.26,255.12,18,14145,East,Brand
12697,4944,217.35,168.36,216.54,32,34114,West,Price
12698,4766,231.7,181.65,151.64,20,45410,South,Price
12699,1944,220.92,178.71,254.64,24,46559,South,Brand
12700,2181,138.8,249.93,140.12,43,38423,South,Promotion
12701,2101,266.52,247.56,224.95,34,38914,West,Price
12702,4837,204.28,158.92,199.37,47,61923,South,Price
12703,4119,321.88,174.07,191.4,30,61239,East,Brand
12704,3675,338.32,227.97,244.78,46,80867,West,Promotion
12705,460,187.45,213.31,182.6,45,23722,East,Price
12706,650,210.23,157.83,155.84,30,47515,South,Brand
12707,4578,178.49,154.98,163.29,33,49412,West,Price
12708,120,152.34,166.48,170.73,40,75561,South,Brand
12709,4769,197.13,193.31,192.28,18,48569,South,Brand
12710,2256,201.64,236.52,167.31,61,34552,North,Brand
12711,318,134.81,187.23,152.31,62,67308,East,Price
12712,868,144.07,178.4,159.52,53,52910,East,Brand
12713,3227,51.34,179.97,159.49,43,51543,East,Price
12714,394,141.56,212.8,252.84,40,58697,South,Promotion
12715,2553,242.26,186.93,181.96,45,25594,South,Brand
12716,4409,272.16,195.6,195.27,44,65918,North,Promotion
12717,3229,101.44,190.78,237.66,40,75101,North,Brand
12718,2062,132.99,188.44,202.84,31,46208,North,Price
12719,77,261.34,166.44,158.36,25,31951,North,Promotion
12720,3411,157.32,242.55,235.56,37,62335,South,Promotion
12721,409,176.94,163.57,222.12,54,55834,South,Price
12722,4093,165.62,209.14,254.84,33,45768,South,Brand
12723,2268,245.85,155.95,171.88,32,18711,East,Promotion
12724,744,283.68,168.12,159.18,22,43795,East,Promotion
12725,4529,203.68,182.73,215.86,18,40577,West,Promotion
12726,2854,178.05,169.64,158.04,53,61626,North,Brand
12727,3835,188.94,188.37,236.65,23,54200,North,Price
12728,3998,244.59,219.36,196.77,46,29004,West,Price
12729,1832,226.26,214.76,256.59,47,45449,South,Price
12730,988,187.47,204.96,160.83,28,65860,North,Price
12731,2702,197.82,180.34,231.05,39,67254,East,Brand
12732,3713,164.11,234.51,168.53,53,57371,East,Brand
12733,3908,166.57,235.87,182.3,53,82949,North,Price
12734,2865,130.08,171.98,194.79,50,49958,West,Price
12735,755,257.28,246.81,173.6,31,75435,West,Brand
12736,676,86.79,166.41,229.67,18,67858,West,Brand
12737,4928,213.94,175.86,182.75,23,60565,South,Promotion
12738,4124,198.66,222.74,189.52,53,43463,West,Brand
12739,4512,195.3,222.28,206.64,32,73327,West,Promotion
12740,1711,169.39,173.62,211.68,39,53931,South,Price
12741,3476,185.31,201.89,214.49,53,45418,South,Price
12742,542,288.0,152.68,218.14,52,39002,West,Brand
12743,165,203.66,207.51,206.42,19,40440,North,Promotion
12744,2256,208.08,242.48,206.86,61,34552,North,Brand
12745,985,209.66,167.66,208.86,31,58000,South,Brand
12746,2662,164.92,151.45,252.36,34,45445,West,Promotion
12747,4469,171.6,228.04,161.56,41,70619,South,Promotion
12748,618,226.36,244.41,209.32,36,53869,South,Price
12749,3914,157.97,177.58,259.25,61,46621,North,Promotion
12750,69,195.17,238.83,254.46,43,42632,West,Brand
12751,3425,258.08,195.54,234.06,37,54529,South,Price
12752,4197,166.48,229.15,175.62,58,56336,East,Price
12753,1,194.51,180.16,234.47,56,52173,East,Promotion
12754,2399,186.12,242.92,258.67,57,56003,West,Brand
12755,2055,225.12,157.21,242.1,46,30950,South,Price
12756,4414,207.27,237.8,168.83,22,60308,East,Price
12757,186,165.8,183.52,196.25,23,18041,West,Brand
12758,4824,173.36,150.44,221.38,59,19257,South,Price
12759,2510,167.99,179.74,148.92,46,57564,East,Brand
12760,4439,163.96,231.12,253.77,46,54645,South,Price
12761,4809,112.29,159.59,181.3,23,32341,East,Promotion
12762,3080,209.05,216.42,201.65,33,58867,South,Price
12763,136,166.54,235.41,214.31,22,27250,East,Promotion
12764,383,224.18,180.9,166.4,30,20733,West,Brand
12765,4282,204.23,193.84,174.57,58,81366,North,Brand
12766,2687,181.12,151.22,182.31,33,51542,East,Brand
12767,928,177.04,171.72,227.92,59,61162,North,Promotion
12768,3444,133.98,169.82,237.06,20,53864,West,Price
12769,561,206.47,233.63,229.78,42,36825,West,Price
12770,1190,195.84,239.22,245.76,34,65024,South,Brand
12771,898,168.84,203.82,142.31,54,50010,East,Promotion
12772,2369,100.87,208.21,168.61,40,53012,North,Brand
12773,1739,189.71,156.67,225.85,64,20948,East,Promotion
12774,4954,193.43,205.53,213.41,30,37407,North,Promotion
12775,3046,255.1,175.63,255.02,61,31503,East,Promotion
12776,4381,201.88,188.18,177.28,52,52071,North,Brand
12777,3873,259.55,196.85,174.46,45,53806,East,Price
12778,2399,168.56,208.39,256.48,57,56003,West,Brand
12779,4762,186.72,201.36,227.28,24,44491,South,Promotion
12780,1394,149.61,162.4,218.05,39,51084,East,Promotion
12781,2589,186.74,198.82,205.57,57,69841,West,Brand
12782,3467,241.34,177.73,161.61,48,44277,East,Promotion
12783,2025,242.77,237.54,238.37,47,32165,East,Brand
12784,3686,211.1,166.18,206.67,41,49942,West,Promotion
12785,930,132.73,215.33,184.56,54,54002,North,Price
12786,4310,129.74,230.18,163.88,39,56072,West,Price
12787,4400,187.57,158.16,144.52,33,44185,East,Promotion
12788,3227,166.07,205.68,257.2,43,51543,East,Price
12789,1404,233.16,173.61,218.89,62,53477,South,Price
12790,200,223.68,168.5,233.38,29,61258,South,Price
12791,3752,217.24,173.84,232.21,51,64939,North,Brand
12792,2286,171.42,183.62,158.48,36,60248,West,Promotion
12793,671,207.37,233.75,257.54,64,45802,South,Brand
12794,1729,216.7,181.08,246.84,46,41703,West,Price
12795,3239,182.84,248.64,221.29,62,57393,South,Price
12796,1250,188.02,150.86,218.02,40,40829,South,Price
12797,879,215.17,232.17,194.19,31,51068,West,Promotion
12798,4347,145.26,165.22,218.1,62,65750,South,Promotion
12799,3352,171.08,227.06,205.25,52,65384,East,Price
12800,2524,167.09,213.35,164.26,32,64368,East,Brand
12801,498,249.24,209.19,203.5,29,69182,West,Promotion
12802,1988,173.39,171.1,232.93,54,57903,South,Promotion
12803,978,201.38,220.58,152.98,37,68438,South,Promotion
12804,3045,232.29,199.7,211.74,25,49321,East,Promotion
12805,2749,162.07,242.23,239.41,30,64640,South,Brand
12806,4880,243.8,171.6,175.83,28,37657,South,Price
12807,2477,248.08,236.62,183.35,48,46990,North,Brand
12808,539,93.8,224.28,227.16,54,47407,West,Brand
12809,4041,217.82,159.47,177.72,60,35680,South,Brand
12810,901,251.72,203.09,164.52,56,38302,West,Brand
12811,1467,180.78,219.81,159.28,39,42737,East,Brand
12812,3016,227.01,158.07,219.28,41,75832,South,Price
12813,4306,133.78,186.68,172.82,34,50482,East,Brand
12814,1734,120.77,225.89,198.92,24,57502,South,Promotion
12815,491,178.8,194.22,241.24,33,60690,South,Promotion
12816,1710,151.21,171.0,241.59,46,59133,East,Promotion
12817,1754,217.82,165.59,256.4,56,59930,West,Brand
12818,1919,216.2,232.79,216.25,42,55343,East,Price
12819,2035,288.12,156.68,227.23,45,57783,East,Price
12820,2712,239.88,162.15,244.57,47,20360,West,Promotion
12821,1487,170.11,233.66,228.3,41,69261,East,Price
12822,1501,202.27,217.13,219.58,21,57410,North,Price
12823,198,210.87,173.55,169.37,41,54942,North,Brand
12824,1968,226.39,166.61,199.96,59,34173,North,Price
12825,4617,95.37,161.21,235.9,45,43167,South,Price
12826,1535,177.35,154.84,171.38,37,22371,South,Brand
12827,1714,252.11,171.11,159.04,49,16724,South,Price
12828,1349,219.73,226.76,199.98,58,34704,West,Promotion
12829,4784,201.98,211.47,243.91,46,62128,North,Brand
12830,4563,174.05,221.88,234.24,56,52744,East,Brand
12831,3845,193.42,247.38,156.15,27,49756,South,Price
12832,596,202.08,192.65,170.25,60,35931,North,Promotion
12833,139,154.47,242.55,251.49,56,53251,South,Promotion
12834,1015,213.37,157.69,245.67,47,64933,East,Price
12835,242,203.51,228.83,243.29,20,5132,South,Promotion
12836,2364,179.11,212.17,169.77,19,54337,West,Brand
12837,733,178.97,213.92,213.94,50,30675,West,Price
12838,135,137.71,150.18,194.6,18,54434,West,Promotion
12839,3260,255.44,170.34,221.88,58,51888,South,Promotion
12840,3762,224.81,245.38,236.21,18,42755,West,Price
12841,2627,214.38,215.12,178.89,54,53842,South,Promotion
12842,3141,226.9,241.5,145.53,26,93909,North,Brand
12843,2487,61.84,164.17,154.64,42,58340,West,Promotion
12844,2125,284.8,204.36,241.74,50,63031,South,Price
12845,1511,67.69,175.38,224.78,61,77849,East,Promotion
12846,1819,244.49,246.84,251.96,53,67701,South,Brand
12847,4854,204.68,226.62,236.45,52,46796,North,Brand
12848,2797,146.75,246.59,185.42,34,52481,North,Brand
12849,4513,205.22,153.29,203.89,39,33282,North,Promotion
12850,4303,224.31,172.51,203.96,49,70198,West,Brand
12851,1644,174.79,241.53,151.83,44,41588,West,Promotion
12852,2769,260.05,165.88,200.21,18,47452,South,Promotion
12853,4407,124.51,217.26,154.99,28,69711,West,Price
12854,3365,146.84,242.46,178.86,59,58646,North,Promotion
12855,1400,136.72,151.2,255.38,36,53646,East,Brand
12856,1551,128.41,203.52,163.5,32,37459,West,Brand
12857,3412,208.31,210.78,173.36,35,37445,West,Price
12858,83,280.21,227.47,164.26,62,43158,North,Price
12859,1480,242.52,227.53,208.92,52,55392,North,Brand
12860,2921,184.71,205.01,243.62,53,54917,South,Brand
12861,2284,269.45,238.59,232.79,42,85881,West,Brand
12862,2441,251.52,176.39,238.24,59,48135,East,Brand
12863,1783,166.44,191.28,158.94,32,63217,West,Promotion
12864,605,185.29,216.35,231.91,55,32271,West,Brand
12865,4334,214.48,230.55,155.73,34,38261,East,Brand
12866,731,160.91,183.7,182.76,44,58606,South,Brand
12867,1361,150.45,184.54,154.98,44,52839,North,Brand
12868,2079,236.9,196.51,255.86,40,91328,North,Promotion
12869,978,248.5,178.8,175.23,37,68438,South,Promotion
12870,1638,149.0,183.64,173.05,49,65376,South,Price
12871,1982,218.2,212.89,252.16,40,35749,West,Promotion
12872,2951,217.38,171.95,240.08,21,65154,East,Promotion
12873,3301,144.83,201.5,195.27,63,45182,South,Promotion
12874,4005,216.17,246.4,173.14,32,66088,East,Promotion
12875,583,225.88,241.47,175.98,53,40583,South,Brand
12876,460,228.25,188.81,165.15,45,23722,East,Price
12877,136,185.28,176.29,210.4,22,27250,East,Promotion
12878,1977,214.42,249.11,154.3,52,72065,South,Brand
12879,978,208.53,171.71,155.22,37,68438,South,Promotion
12880,284,203.42,231.91,160.54,55,86175,South,Price
12881,2898,243.39,245.56,150.32,54,64554,West,Price
12882,2399,151.16,249.89,222.68,57,56003,West,Brand
12883,4113,156.62,193.34,144.95,60,49964,West,Promotion
12884,1239,145.79,192.39,154.31,25,43816,North,Brand
12885,3467,248.46,217.18,219.19,48,44277,East,Promotion
12886,2462,198.19,189.72,244.83,52,47740,West,Brand
12887,3167,167.91,173.54,169.42,28,55405,South,Brand
12888,3705,262.27,180.43,249.06,32,56592,North,Promotion
12889,2054,187.17,158.48,166.03,43,60828,West,Brand
12890,780,90.05,173.32,233.7,64,42271,West,Brand
12891,2135,166.57,168.5,232.6,51,37904,West,Price
12892,2237,203.63,196.22,194.92,43,51242,South,Promotion
12893,1640,217.38,247.88,144.34,20,50409,East,Brand
12894,420,164.96,217.86,210.51,47,61094,East,Price
12895,1827,177.53,168.96,174.34,30,57512,North,Price
12896,3139,174.11,240.81,219.48,61,60814,South,Price
12897,3690,230.3,165.71,200.7,64,62138,South,Brand
12898,4956,265.43,202.59,176.81,35,52130,North,Brand
12899,207,161.84,213.87,190.9,19,39035,South,Price
12900,3391,268.93,186.19,197.98,25,32849,North,Price
12901,3871,207.45,229.73,166.67,54,40872,North,Brand
12902,3797,190.56,163.45,200.1,51,56578,South,Promotion
12903,2535,183.62,202.63,255.51,33,48470,East,Promotion
12904,2181,149.78,183.83,230.27,43,38423,South,Promotion
12905,4211,155.48,151.08,239.0,52,33673,West,Promotion
12906,4307,147.99,196.94,141.39,28,63092,East,Brand
12907,4228,143.03,189.99,208.71,32,49855,East,Price
12908,1398,217.29,168.0,176.53,64,63292,West,Brand
12909,4250,302.54,188.0,225.24,51,23685,North,Promotion
12910,1447,159.98,166.78,206.92,23,51291,East,Brand
12911,952,183.64,194.1,234.55,54,18702,South,Brand
12912,4022,246.88,192.3,159.51,34,46647,East,Brand
12913,1718,147.27,211.39,254.35,34,64188,East,Promotion
12914,4243,127.66,177.59,198.77,18,44483,West,Promotion
12915,3806,100.8,169.83,159.31,43,63234,North,Promotion
12916,3199,200.42,221.46,220.36,29,36593,North,Price
12917,4811,165.86,228.59,241.19,64,76743,East,Price
12918,1597,131.67,155.13,240.45,64,35388,East,Price
12919,3734,163.83,202.25,196.05,51,57917,West,Price
12920,3217,240.65,198.0,227.3,25,59661,East,Price
12921,907,175.87,193.81,234.78,42,47313,North,Price
12922,3751,238.69,152.28,166.33,48,32270,West,Price
12923,4059,218.64,204.26,258.8,32,18140,North,Brand
12924,2155,204.08,213.85,164.75,32,42863,North,Brand
12925,4925,195.68,232.08,155.58,21,66093,North,Brand
12926,1338,229.86,227.65,236.05,46,54494,East,Price
12927,4107,210.74,171.57,247.33,23,37438,East,Promotion
12928,2496,205.76,243.23,194.1,21,42347,East,Brand
12929,2975,99.01,158.06,209.26,43,35732,East,Price
12930,2443,180.44,205.06,148.37,64,61199,West,Promotion
12931,4474,118.54,172.26,192.33,60,39135,West,Brand
12932,361,141.95,218.2,221.33,41,76323,West,Price
12933,3065,246.31,231.34,246.66,54,78326,West,Promotion
12934,4738,188.07,231.36,179.93,26,61823,East,Brand
12935,573,278.48,176.71,204.64,31,51193,South,Price
12936,1956,232.01,190.85,148.16,41,45751,East,Promotion
12937,3045,161.48,186.16,159.37,25,49321,East,Promotion
12938,1585,175.23,159.12,156.25,52,57629,North,Brand
12939,2234,227.99,229.94,217.91,19,28998,West,Price
12940,3293,222.96,184.66,212.69,18,57019,West,Brand
12941,3247,243.87,191.97,181.77,53,39251,North,Brand
12942,1815,86.55,217.98,205.86,24,42684,South,Promotion
12943,4042,117.11,212.71,229.54,18,57773,South,Price
12944,1890,165.46,233.67,216.51,26,52371,West,Brand
12945,1900,229.06,194.04,140.81,64,46194,East,Brand
12946,2656,235.43,238.89,159.92,25,51711,East,Price
12947,2330,53.85,248.84,217.23,56,85915,South,Brand
12948,3719,151.76,185.27,252.17,51,41741,West,Brand
12949,1057,223.74,166.38,247.87,40,37804,South,Promotion
12950,2130,144.69,166.77,165.19,30,51394,East,Promotion
12951,1507,209.99,188.69,166.27,50,61967,West,Brand
12952,1631,219.34,191.34,162.09,30,25083,East,Brand
12953,992,171.65,246.22,202.02,20,54989,East,Brand
12954,4591,200.39,235.64,230.39,18,37630,West,Brand
12955,1194,190.07,247.45,238.06,42,55694,East,Promotion
12956,3969,222.26,207.63,259.45,23,64040,South,Brand
12957,703,185.71,153.67,205.43,50,46662,North,Price
12958,1031,105.97,183.71,141.15,28,43132,North,Promotion
12959,4922,225.53,236.05,157.67,56,57379,East,Promotion
12960,2482,196.09,203.74,217.11,63,53207,East,Brand
12961,563,225.17,212.03,226.57,30,53471,North,Brand
12962,367,155.41,211.69,222.24,44,53034,East,Promotion
12963,794,184.34,247.38,227.47,47,44649,West,Promotion
12964,3104,172.4,203.44,249.12,28,46540,East,Brand
12965,4732,243.0,220.01,210.34,36,49130,South,Promotion
12966,987,231.41,159.72,218.4,54,68272,East,Brand
12967,958,273.15,194.65,240.62,37,54685,North,Price
12968,3596,192.14,239.09,192.99,52,28385,East,Brand
12969,855,135.31,222.04,189.18,31,53491,West,Brand
12970,1570,145.76,197.19,185.27,46,48480,North,Promotion
12971,2257,243.64,223.51,207.83,62,48149,East,Brand
12972,3910,264.14,162.51,145.53,20,49974,West,Brand
12973,4104,131.82,230.48,251.96,55,30427,North,Price
12974,4833,172.93,230.53,174.5,48,38959,North,Brand
12975,2223,142.33,228.03,181.84,44,30641,North,Brand
12976,4177,297.91,204.81,257.76,56,39065,West,Price
12977,238,217.34,153.66,248.09,37,47142,South,Promotion
12978,3289,154.19,231.04,240.07,34,62952,East,Promotion
12979,4283,151.47,155.1,258.27,22,49663,East,Promotion
12980,4726,270.66,246.42,202.5,59,28656,South,Price
12981,1733,230.22,214.3,184.39,29,44891,West,Promotion
12982,3062,199.73,151.61,153.45,45,48801,West,Brand
12983,815,176.59,160.65,227.85,51,57541,North,Price
12984,4710,177.89,213.21,187.15,61,23551,South,Promotion
12985,1187,128.71,249.78,208.55,44,38000,South,Promotion
12986,2226,162.71,158.96,160.53,45,17131,East,Price
12987,985,175.24,156.78,168.87,31,58000,South,Brand
12988,798,191.27,217.66,200.89,55,50767,East,Price
12989,4163,194.04,212.11,227.83,26,42101,South,Brand
12990,544,246.02,236.85,180.81,53,22131,East,Price
12991,520,161.61,236.25,254.19,34,35181,North,Price
12992,2547,268.29,213.17,232.75,55,42998,South,Brand
12993,1455,192.13,179.99,165.28,58,50192,West,Brand
12994,1059,216.13,219.1,221.26,50,53386,East,Brand
12995,2237,250.6,168.43,208.84,43,51242,South,Promotion
12996,1113,225.39,160.24,186.76,44,44034,East,Brand
12997,3407,235.76,219.43,182.44,62,57208,West,Promotion
12998,947,168.92,192.43,228.51,41,56671,North,Price
12999,4031,190.67,225.28,186.91,36,62175,West,Promotion
13000,136,235.42,157.82,229.71,22,27250,East,Promotion
13001,2594,236.55,249.17,182.36,55,54181,West,Promotion
13002,793,207.78,201.44,207.08,35,47252,North,Brand
13003,1137,235.02,239.23,168.02,35,64683,South,Promotion
13004,1363,158.25,198.1,158.18,23,32161,East,Brand
13005,555,232.72,174.58,202.52,42,46428,South,Brand
13006,2573,245.56,182.18,159.48,43,38361,West,Promotion
13007,3404,199.65,239.79,237.48,63,39098,West,Price
13008,2255,208.36,220.07,234.05,18,45218,West,Brand
13009,1367,97.89,169.15,232.87,29,26936,South,Promotion
13010,949,268.83,185.1,210.83,20,52240,North,Promotion
13011,104,216.98,153.28,142.44,34,41756,North,Price
13012,1047,228.85,214.16,185.91,42,68792,South,Price
13013,4027,216.41,187.26,226.64,43,52209,West,Brand
13014,2615,222.78,155.47,236.12,25,53349,West,Promotion
13015,3332,219.21,232.46,159.5,40,24575,East,Price
13016,964,273.6,193.23,176.34,47,55080,East,Brand
13017,3272,323.73,224.73,205.78,47,59346,South,Price
13018,838,254.26,210.06,243.4,49,33839,West,Price
13019,2459,262.3,197.02,145.63,26,61919,North,Price
13020,882,177.49,160.46,254.83,62,36228,South,Brand
13021,3189,188.99,212.95,247.25,21,56764,East,Promotion
13022,4520,218.22,205.67,166.68,62,33188,South,Brand
13023,2203,226.78,248.82,161.23,62,54017,West,Price
13024,3335,218.71,208.27,203.98,39,64311,North,Brand
13025,2199,151.78,204.24,239.9,23,59667,North,Promotion
13026,212,178.99,244.09,212.74,50,60029,East,Promotion
13027,1216,181.61,197.95,181.34,30,53363,East,Brand
13028,881,223.11,169.82,170.54,19,39564,West,Promotion
13029,755,183.95,189.3,225.6,31,75435,West,Brand
13030,701,189.83,179.08,184.78,34,60231,North,Price
13031,2220,186.77,200.73,251.15,31,42481,West,Brand
13032,371,231.32,238.29,222.23,34,61627,North,Promotion
13033,1733,260.08,150.81,208.21,29,44891,West,Promotion
13034,802,160.07,202.88,141.03,47,49084,West,Promotion
13035,990,238.09,207.0,258.4,30,45273,South,Price
13036,4772,154.73,178.16,169.71,42,52931,North,Price
13037,416,232.56,203.93,202.47,21,40817,East,Brand
13038,2966,136.68,239.46,174.98,43,50690,East,Price
13039,3338,269.08,236.38,143.05,34,44658,North,Brand
13040,3613,186.32,169.86,164.55,51,64359,West,Price
13041,1621,210.78,202.22,249.63,51,41066,South,Promotion
13042,1536,205.7,223.15,181.54,22,63381,West,Brand
13043,4345,267.95,245.18,156.63,29,64516,South,Brand
13044,2793,167.04,225.08,149.24,39,17084,South,Price
13045,573,197.28,216.11,194.68,31,51193,South,Price
13046,4894,207.8,174.43,160.86,33,53820,North,Price
13047,4857,248.71,200.69,197.29,61,64586,West,Price
13048,3656,161.98,189.71,178.3,26,66871,East,Brand
13049,293,93.24,190.38,149.77,63,55012,West,Brand
13050,4294,142.61,175.21,179.01,33,55981,East,Price
13051,80,236.21,183.4,207.33,57,44721,West,Brand
